PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.09248965,10002.185,9077.086,9.248965
0.60489947,5048.9023,1994.824,60.48995
0.55364853,30053.201,13414.29,55.364853
0.6486839,4834.0664,1698.2853,64.86839
0.47709236,14997.715,7842.4194,47.709236
0.1618758,12024.139,10077.722,16.18758
0.2618352,19311.402,14254.997,26.18352
0.0749924,20002.092,18502.086,7.4992404
0.4691229,5003.077,2656.019,46.91229
0.5445719,4817.95,2194.23,54.457188
0.26808405,3268.335,2392.1465,26.808405
0.67840475,28030.379,9014.437,67.84048
0.2834612,28083.752,20123.098,28.34612
0.48588026,19999.242,10282.005,48.588024
0.6819788,25902.598,8237.574,68.19788
0.6058177,15000.795,5913.0483,60.581768
0.5461984,12812.839,5814.4863,54.619843
0.56921196,2273.295,979.3083,56.921196
0.08031765,19998.41,18392.184,8.031765
0.75598484,16877.424,4118.347,75.59849
0.72926307,17988.58,4870.173,72.92631
0.67207396,17459.162,5725.314,67.2074
0.53797394,35009.59,16175.343,53.797394
0.09367258,5001.159,4532.6875,9.367258
0.21402426,8991.165,7066.838,21.402426
0.65874463,5256.1777,1793.6989,65.874466
