PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.7054738,14013.819,4127.437,70.54738
0.23930994,7244.204,5510.594,23.930994
0.738072,12009.659,3145.6663,73.8072
0.1328538,18004.957,15612.93,13.28538
0.44711524,17985.121,9943.699,44.711525
0.41305715,10004.464,5872.0483,41.305714
0.3179194,32012.285,21834.959,31.79194
0.463935,4971.076,2664.8198,46.393497
0.83866835,19998.83,3226.4443,83.86684
0.036781188,11997.161,11555.892,3.6781187
0.4975616,17707.365,8896.86,49.75616
0.36086503,20993.275,13417.537,36.086502
0.3935164,5887.9624,3570.9524,39.35164
0.051439364,13994.188,13274.337,5.143936
0.41412872,9997.203,5857.074,41.412872
0.2744191,17004.08,12337.836,27.44191
0.5143131,20794.996,10099.857,51.43131
0.47316182,9983.645,5259.765,47.31618
0.57554203,34993.24,14853.159,57.554203
0.4795437,5002.1055,2603.3774,47.95437
0.6958737,7938.2773,2414.239,69.587364
0.72596157,13004.445,3563.7178,72.59615
0.19462904,9998.846,8052.78,19.462904
0.49616522,1459.6086,735.4016,49.61652
0.5783901,20003.172,8433.535,57.839012
0.70173913,23619.031,7044.633,70.17391
0.37308764,15002.403,9405.192,37.308765
0.4143368,34995.62,20495.646,41.43368
0.69613266,9984.008,3033.814,69.613266
0.62604123,4557.2734,1704.2323,62.604122
0.43610778,9995.989,5636.6606,43.61078
0.61165726,6408.9365,2488.864,61.165726
0.10793913,15730.349,14032.429,10.793913
0.42421976,15005.723,8639.999,42.421974
0.64844793,35037.32,12317.442,64.844795
0.6443012,14394.895,5120.247,64.430115
0.6364156,6994.856,2543.2205,63.64156
0.6498616,34990.81,12251.627,64.98616
0.10846839,23997.527,21394.553,10.846839
0.76240724,25027.486,5946.3496,76.24072
0.41328788,1009.2722,592.1522,41.32879
0.23829621,25025.906,19062.328,23.82962
0.4725436,23998.43,12658.125,47.25436
0.11725443,12013.337,10604.72,11.725443
0.5400253,14010.467,6444.4604,54.00253
0.24346602,35013.855,26489.172,24.346601
0.48521474,20992.064,10806.406,48.521473
0.52479696,6214.2964,2953.0525,52.4797
0.57482165,7007.0024,2979.2258,57.482166
0.19034237,3489.7612,2825.5117,19.034237
0.16099578,19016.045,15954.542,16.099579
0.2367734,19995.15,15260.831,23.67734
0.36825404,3502.511,2212.697,36.825405
0.36999592,18484.998,11645.624,36.99959
0.7678796,15067.573,3497.491,76.787964
0.5694521,4670.734,2010.9746,56.94521
0.49129647,18005.566,9159.495,49.129646
0.5970902,9984.352,4022.7932,59.70902
0.51055974,9996.747,4892.8105,51.055973
0.5892173,5002.3755,2054.8894,58.92173
0.2667712,21001.217,15398.697,26.67712
0.35645542,9592.501,6173.2017,35.645542
0.108054504,39998.54,35676.516,10.80545
0.64218646,7143.245,2555.9497,64.21864
0.6342677,22064.344,8069.6436,63.42677
0.67183053,7732.772,2537.6597,67.18305
0.26309216,17010.287,12535.014,26.309216
0.61808866,9608.398,3669.5564,61.808865
0.4833943,17005.092,8784.928,48.339428
0.46237186,7931.4126,4264.151,46.237186
0.44285318,12011.473,6692.1533,44.285316
0.56704223,5008.3203,2168.391,56.704224
0.6587411,14028.924,4787.495,65.874115
0.36792275,5995.4297,3789.5745,36.792274
0.14062056,15008.304,12897.827,14.062056
0.11960049,2001.6346,1762.2382,11.960049
0.6806494,6839.259,2184.1213,68.06494
